sim_occ_change,wage_change,actual_occ_change,city_year,occ_year,predicted_wage,city_year_coeff,occ_year_coeff,iv_wage_coeff
0.00011852643279441329,0.09256883210229638,0.03803193417624051,"(Akron, OH)_2017",(occ2_primary)_2017,0.02545643182240839,-0.05320940423354126,0.010600050433810371,0.6021636145775418
3.8101878768199735e-05,0.05622469693818921,0.09344691127126215,"(Akron, OH)_2018",(occ2_primary)_2018,0.02466568554804401,0.06941646781586976,-0.02241456358160393,0.6021636145775418
2.0781990872018177e-05,-0.19052529770576854,-0.1579529255860912,"(Akron, OH)_2019",(occ2_primary)_2019,0.02449539381323563,-0.08556962394169537,0.014908744393396841,0.6021636145775418
-0.0015528854083902233,0.03698319939636718,-0.07658534368137726,"(Akron, OH)_2011",(occ2_professional)_2011,0.009022859981718088,,-0.0033532254173336117,0.6021636145775418
-0.0012671338688481427,0.04315044233991294,0.073272118856619,"(Akron, OH)_2012",(occ2_professional)_2012,0.011832411965222249,0.03238419853636751,-0.000937274315733868,0.6021636145775418
-0.0008414071059217418,-0.07770705240628217,-0.037632940229927136,"(Akron, OH)_2013",(occ2_professional)_2013,0.016018221333484756,0.021674902912132046,-0.0066820268131132865,0.6021636145775418
0.0014170033806280551,0.01834317493353943,-0.10880982886880997,"(Akron, OH)_2014",(occ2_professional)_2014,0.03822325187232522,-0.03792960556234809,-0.006323139758021758,0.6021636145775418
0.0013074707315958523,0.05047117043163141,0.08918741043666678,"(Akron, OH)_2015",(occ2_professional)_2015,0.037146310443278006,0.004478134705320682,-0.015391085564613154,0.6021636145775418
0.001157541434635603,-0.015711312383228204,0.02316540134974243,"(Akron, OH)_2016",(occ2_professional)_2016,0.0356721831145676,0.05276558908510601,-0.012371531167105512,0.6021636145775418
0.001285112576262119,0.060721367167143825,-0.061833884707739095,"(Akron, OH)_2017",(occ2_professional)_2017,0.036926481707565684,-0.05320940423354126,-0.018373551630854076,0.6021636145775418
0.0016326643690875357,0.07347624819649567,-0.014333600044300177,"(Akron, OH)_2018",(occ2_professional)_2018,0.04034366304792826,0.06941646781586976,-0.016027619678786124,0.6021636145775418
0.0019136017799918532,-0.009061296276149378,-0.018444589210023565,"(Akron, OH)_2019",(occ2_professional)_2019,0.04310588179681627,-0.08556962394169537,-0.016196854907125028,0.6021636145775418
-0.001106987409123145,-0.11646121430162992,0.05747589697026534,"(Akron, OH)_2011",(occ2_sales)_2011,0.013406995970237827,,-0.0008419792376336134,0.6021636145775418
0.00018883664844071148,0.17428855255562326,-0.040260838514655006,"(Akron, OH)_2012",(occ2_sales)_2012,0.026147732405237174,0.03238419853636751,-0.005965398143471898,0.6021636145775418
0.000740684864041877,0.061695958870634726,0.03334922540318441,"(Akron, OH)_2013",(occ2_sales)_2013,0.031573586807352,0.021674902912132046,-0.020172227451482505,0.6021636145775418
0.0007583883516370372,-0.0016520619891657873,-0.015401257661058487,"(Akron, OH)_2014",(occ2_sales)_2014,0.03174765015191921,-0.03792960556234809,-0.007696273306203623,0.6021636145775418
0.0008813607578490622,0.04121263917669893,0.01364581486287797,"(Akron, OH)_2015",(occ2_sales)_2015,0.032956733288769274,0.004478134705320682,-0.012468278744616975,0.6021636145775418
0.0006389191110925231,0.11313290010006583,0.06981908496049627,"(Akron, OH)_2016",(occ2_sales)_2016,0.03057301066519075,0.05276558908510601,0.0031606840242534157,0.6021636145775418
0.0010297856546178325,-0.04550105155602502,-0.07310918845500147,"(Akron, OH)_2017",(occ2_sales)_2017,0.03441606912922128,-0.05320940423354126,-0.016290815201330917,0.6021636145775418
0.0004067288923786037,0.017279787725511753,-0.00313994402709028,"(Akron, OH)_2018",(occ2_sales)_2018,0.028290081619267306,0.06941646781586976,-0.00747680458130752,0.6021636145775418
0.0012658936839691625,0.016021753221476587,-0.03788948688656468,"(Akron, OH)_2019",(occ2_sales)_2019,0.03673751867678391,-0.08556962394169537,-0.006521814876112794,0.6021636145775418
-0.0003921045486117698,-0.02907386283096791,-0.03236406247884904,"(Akron, OH)_2011",(occ2_trades)_2011,0.020435831447175246,,0.001566772679620185,0.6021636145775418
-0.0002507640061918926,0.18195494484250752,0.0011469029814259457,"(Akron, OH)_2012",(occ2_trades)_2012,0.021825512853412575,0.03238419853636751,-0.011937464713038293,0.6021636145775418
-1.9534242137078705e-05,0.04108821931324158,0.02299971626787478,"(Akron, OH)_2013",(occ2_trades)_2013,0.024098998565113286,0.021674902912132046,0.0014822797848244255,0.6021636145775418
0.00015167632302204016,-0.08510372488385798,-0.0762078392280694,"(Akron, OH)_2014",(occ2_trades)_2014,0.025782366513753277,-0.03792960556234809,-0.007826738602191442,0.6021636145775418
-0.0008259005006144577,0.09547526115135163,0.027674915552716506,"(Akron, OH)_2015",(occ2_trades)_2015,0.01617068460198827,0.004478134705320682,-0.0004298597209409123,0.6021636145775418
-0.0013114672940583642,-0.011269633802770684,-0.06817387334276681,"(Akron, OH)_2016",(occ2_trades)_2016,0.011396519081024617,0.05276558908510601,-0.0005287095620906818,0.6021636145775418
0.001563080638337481,0.021003394317943958,0.12199191798482367,"(Akron, OH)_2017",(occ2_trades)_2017,0.03965950537353139,-0.05320940423354126,-0.006234696150852632,0.6021636145775418
0.00045576431783076306,0.08648066628282436,0.023413583014604278,"(Akron, OH)_2018",(occ2_trades)_2018,0.028772205274880357,0.06941646781586976,-0.002013686581602298,0.6021636145775418
-0.000367312173425448,0.00523574227965895,-0.07711704747168824,"(Akron, OH)_2019",(occ2_trades)_2019,0.020679593797474857,-0.08556962394169537,0.0008476338171092661,0.6021636145775418
-9.50787936866598e-05,-0.12242967007483507,0.032935194229081866,"(Akron, OH)_2011",(occ3_cleaners)_2011,0.02335623320682621,,0.003275079339100718,0.6021636145775418
-7.827622556002254e-05,-0.2495677719612317,-0.08583189452539575,"(Akron, OH)_2012",(occ3_cleaners)_2012,0.02352143857609144,0.03238419853636751,-0.0078831493542066,0.6021636145775418
-2.2094551484014304e-05,0.43782375960966924,0.22368137350946693,"(Akron, OH)_2013",(occ3_cleaners)_2013,0.024073825219711215,0.021674902912132046,-0.008282451430616386,0.6021636145775418
5.839574557643996e-05,-0.15677708104262322,-0.1331906835678307,"(Akron, OH)_2014",(occ3_cleaners)_2014,0.024865217889446022,-0.03792960556234809,-0.004382921183491428,0.6021636145775418
3.153775548462967e-05,0.1815434285718478,-0.11348485803435615,"(Akron, OH)_2015",(occ3_cleaners)_2015,0.024601146103669102,0.004478134705320682,-0.0009421314750589181,0.6021636145775418
-2.2086301963399064e-05,-0.21075477010639787,0.2226111773702817,"(Akron, OH)_2016",(occ3_cleaners)_2016,0.02407390633023487,0.05276558908510601,0.007407463425031732,0.6021636145775418
0.00012017666532935512,-0.039225335635318714,-0.1454835511243946,"(Akron, OH)_2017",(occ3_cleaners)_2017,0.02547265715613439,-0.05320940423354126,-0.0003853728102380695,0.6021636145775418
4.204413470494507e-05,0.1495054036479857,0.04844674854944575,"(Akron, OH)_2018",(occ3_cleaners)_2018,0.02470444639953168,0.06941646781586976,-0.004528399206355525,0.6021636145775418
4.4701082224517496e-05,0.02949706854906964,-0.02449491361846423,"(Akron, OH)_2019",(occ3_cleaners)_2019,0.024730569905937434,-0.08556962394169537,-0.00024644462185258176,0.6021636145775418
-7.63412667853295e-05,-0.07235706448700796,0.0835607610837874,"(Akron, OH)_2011",(occ3_security)_2011,0.023540463380899664,,-0.002554119982185974,0.6021636145775418
-2.660907770195482e-05,0.12706545305025863,0.07417418803839304,"(Akron, OH)_2012",(occ3_security)_2012,0.024029437721010342,0.03238419853636751,-0.02317551813900353,0.6021636145775418
-1.014148402287556e-05,-0.015931134397281,-0.245689039046451,"(Akron, OH)_2013",(occ3_security)_2013,0.024191349571279774,0.021674902912132046,-0.01859408602597069,0.6021636145775418
3.9080878891811385e-05,-0.04835162149200123,0.21977625008830692,"(Akron, OH)_2014",(occ3_security)_2014,0.024675311224054548,-0.03792960556234809,0.009494665742366525,0.6021636145775418
5.983047992294305e-06,0.16160572892834502,-0.026185078005034335,"(Akron, OH)_2015",(occ3_security)_2015,0.02434988838782962,0.004478134705320682,-0.010307563956649581,0.6021636145775418
-2.3854346387981282e-05,-0.059388826706181064,0.27064481226049253,"(Akron, OH)_2016",(occ3_security)_2016,0.024056522652344738,0.05276558908510601,-0.0025934181601981673,0.6021636145775418
9.029296964953331e-05,0.12621413585786634,-0.3600884186947608,"(Akron, OH)_2017",(occ3_security)_2017,0.02517883617932977,-0.05320940423354126,0.0013770621213463653,0.6021636145775418
2.2740535757286197e-05,-0.03274917714803394,0.2673489820309003,"(Akron, OH)_2018",(occ3_security)_2018,0.024514650520219623,0.06941646781586976,0.0012990912618644906,0.6021636145775418
2.7493284113637042e-05,0.1920758669421616,-0.21005254369019433,"(Akron, OH)_2019",(occ3_security)_2019,0.024561380254705324,-0.08556962394169537,-0.01664377821701254,0.6021636145775418
1.3259450405234759e-05,0.04611523968995357,0.02697309618625976,"(Akron, OH)_2011",(occ3_service)_2011,0.02442143106740647,,-0.0077832052740399345,0.6021636145775418
-0.0001678330546844844,0.07381091243047244,0.004008306935812556,"(Akron, OH)_2012",(occ3_service)_2012,0.022640902403631303,0.03238419853636751,-0.008701868699475392,0.6021636145775418
0.0001720337099727043,0.04530245346343875,-0.09017614505769167,"(Akron, OH)_2013",(occ3_service)_2013,0.025982523394720063,0.021674902912132046,-0.013037533371959523,0.6021636145775418
0.000197001817494861,-0.013133828402889236,-0.06460767808930079,"(Akron, OH)_2014",(occ3_service)_2014,0.02622801357169561,-0.03792960556234809,-0.011961415678068101,0.6021636145775418
0.00035440031754883683,-0.09440842418640649,0.0562419809776209,"(Akron, OH)_2015",(occ3_service)_2015,0.02777557922518566,0.004478134705320682,-0.0038662580827977557,0.6021636145775418
0.00021398960662978735,0.1069775004170932,-0.0451570908833574,"(Akron, OH)_2016",(occ3_service)_2016,0.026395040061687115,0.05276558908510601,-0.008880217469026641,0.6021636145775418
0.00018611397564249508,-0.04348490025029328,0.07497817735649814,"(Akron, OH)_2017",(occ3_service)_2017,0.02612096267803668,-0.05320940423354126,-0.007799699261517714,0.6021636145775418
-6.39772876432653e-05,0.07778770192667572,0.047565245194051364,"(Akron, OH)_2018",(occ3_service)_2018,0.023662027877728822,0.06941646781586976,0.005011984899898993,0.6021636145775418
0.000354604307142569,0.1442227731915331,-0.05874424267007683,"(Akron, OH)_2019",(occ3_service)_2019,0.027777584881458248,-0.08556962394169537,-0.005420376514939615,0.6021636145775418
-0.0016320310843026392,-0.04016670998320038,0.05020145420763544,"(Albany-Schenectady-Troy, NY)_2011",(occ2_management)_2011,0.008244687828728656,0.011885372157338508,,0.6021636145775418
0.0008555380858135853,0.034015887945944456,-0.022303166167700894,"(Albany-Schenectady-Troy, NY)_2012",(occ2_management)_2012,0.03270284090536194,-0.021240885070095476,-0.016360519305473997,0.6021636145775418
-0.001239054749915448,0.06366203575919371,0.01864749531635823,"(Albany-Schenectady-Troy, NY)_2013",(occ2_management)_2013,0.012108490072863675,0.05275194253100935,3.334071290954713e-05,0.6021636145775418
0.0011933734913627003,-0.018983835219438916,-0.03342960094566205,"(Albany-Schenectady-Troy, NY)_2014",(occ2_management)_2014,0.03602448926911003,-0.05785964499082684,-0.019942987586017546,0.6021636145775418
0.0007232523063053593,0.034330394876295856,-0.0007140772804321571,"(Albany-Schenectady-Troy, NY)_2015",(occ2_management)_2015,0.031402187285779266,0.0008253773133960769,-0.0036872404109090824,0.6021636145775418
-2.8769565309434316e-05,0.06369109487117619,-0.027438285221251135,"(Albany-Schenectady-Troy, NY)_2016",(occ2_management)_2016,0.02400819548290147,0.04167688672341214,-0.008463896455268408,0.6021636145775418
0.0011980186020356933,0.0257056171674499,0.0037501222945204304,"(Albany-Schenectady-Troy, NY)_2017",(occ2_management)_2017,0.036070160693753336,-0.046892797028311756,-0.00992183418413028,0.6021636145775418
0.0003856596897059734,-0.05796509017876694,-0.013496175093526297,"(Albany-Schenectady-Troy, NY)_2018",(occ2_management)_2018,0.02808292605938966,0.023988182975917843,-0.004219336784574909,0.6021636145775418
0.002015826698112552,0.09901375137860491,0.014383515817026904,"(Albany-Schenectady-Troy, NY)_2019",(occ2_management)_2019,0.044110972519791236,0.04995049017979878,-0.012882582358201125,0.6021636145775418
-6.841303531872671e-05,0.6929185625510161,0.021566500286117396,"(Albany-Schenectady-Troy, NY)_2011",(occ2_primary)_2011,0.023618414941469972,0.011885372157338508,-0.008629138500328594,0.6021636145775418
-2.9699048200123107e-05,-0.48286273388381673,0.1257917841466778,"(Albany-Schenectady-Troy, NY)_2012",(occ2_primary)_2012,0.02399905666774984,-0.021240885070095476,-0.00903557402744317,0.6021636145775418
1.4210008337556354e-05,0.14197817071375063,0.008657717977256674,"(Albany-Schenectady-Troy, NY)_2013",(occ2_primary)_2013,0.024430777095527507,0.05275194253100935,-0.015272258341655052,0.6021636145775418
3.9875439067582924e-05,0.367865921369404,-0.23907015799595221,"(Albany-Schenectady-Troy, NY)_2014",(occ2_primary)_2014,0.024683123458842257,-0.05785964499082684,-0.006371057309944538,0.6021636145775418
8.632486364038898e-06,-0.4542769262070401,0.07483193806714539,"(Albany-Schenectady-Troy, NY)_2015",(occ2_primary)_2015,0.024375938063167974,0.0008253773133960769,0.004199981821889361,0.6021636145775418
-5.591914253538469e-06,0.7195705100205068,0.09787360614660123,"(Albany-Schenectady-Troy, NY)_2016",(occ2_primary)_2016,0.024236081623432548,0.04167688672341214,-0.008780865955638126,0.6021636145775418
5.9984140759105333e-05,-0.1908128495733763,-0.17611605422939114,"(Albany-Schenectady-Troy, NY)_2017",(occ2_primary)_2017,0.024880835229052302,-0.046892797028311756,0.010600050433810371,0.6021636145775418
3.2196491532457655e-05,-0.16438535794159392,0.08002389093912132,"(Albany-Schenectady-Troy, NY)_2018",(occ2_primary)_2018,0.02460762289526486,0.023988182975917843,-0.02241456358160393,0.6021636145775418
1.6067571303828878e-06,-0.13029694101579992,0.4468345809960521,"(Albany-Schenectady-Troy, NY)_2019",(occ2_primary)_2019,0.024306860039876785,0.04995049017979878,0.014908744393396841,0.6021636145775418
-0.0018486385615708375,-0.07653871462512463,0.0059676822087650905,"(Albany-Schenectady-Troy, NY)_2011",(occ2_professional)_2011,0.006114970633237994,0.011885372157338508,-0.0033532254173336117,0.6021636145775418
-0.0016614830407170285,0.07714966968582715,0.0013655813609636525,"(Albany-Schenectady-Troy, NY)_2012",(occ2_professional)_2012,0.007955111777118478,-0.021240885070095476,-0.000937274315733868,0.6021636145775418
-0.0012554063260005258,0.04487954956877438,-0.03362396146261393,"(Albany-Schenectady-Troy, NY)_2013",(occ2_professional)_2013,0.011947718924974603,0.05275194253100935,-0.0066820268131132865,0.6021636145775418
0.001209763812608094,-0.01914366163780379,0.0030104970685105314,"(Albany-Schenectady-Troy, NY)_2014",(occ2_professional)_2014,0.03618564136522493,-0.05785964499082684,-0.006323139758021758,0.6021636145775418
0.0017761870122686737,0.024434965994652558,0.014170249026902226,"(Albany-Schenectady-Troy, NY)_2015",(occ2_professional)_2015,0.041754799196043205,0.0008253773133960769,-0.015391085564613154,0.6021636145775418
0.001842880604733615,0.062307854666427076,-0.06297533733085281,"(Albany-Schenectady-Troy, NY)_2016",(occ2_professional)_2016,0.042410540597461965,0.04167688672341214,-0.012371531167105512,0.6021636145775418
0.0007872476591438531,0.044213086696851533,0.008072337839455379,"(Albany-Schenectady-Troy, NY)_2017",(occ2_professional)_2017,0.03203139919060598,-0.046892797028311756,-0.018373551630854076,0.6021636145775418
0.0016759553161684526,-0.022846624569206497,0.04933818606346829,"(Albany-Schenectady-Troy, NY)_2018",(occ2_professional)_2018,0.040769306130845236,0.023988182975917843,-0.016027619678786124,0.6021636145775418
0.0023523152442763286,0.05102592922176008,-0.020191543958816283,"(Albany-Schenectady-Troy, NY)_2019",(occ2_professional)_2019,0.047419378360109204,0.04995049017979878,-0.016196854907125028,0.6021636145775418
-0.000834740098611096,-0.07667513932576675,-0.1037694247780232,"(Albany-Schenectady-Troy, NY)_2011",(occ2_sales)_2011,0.016083772349040713,0.011885372157338508,-0.0008419792376336134,0.6021636145775418
0.00011762300495370652,0.1989006632410213,0.0004499151133332546,"(Albany-Schenectady-Troy, NY)_2012",(occ2_sales)_2012,0.025447549184414983,-0.021240885070095476,-0.005965398143471898,0.6021636145775418
0.0006366540976329284,-0.13867747585156742,0.040190457189853035,"(Albany-Schenectady-Troy, NY)_2013",(occ2_sales)_2013,0.030550740713230856,0.05275194253100935,-0.020172227451482505,0.6021636145775418
0.000537566576500658,0.15296759938226145,-0.01633286241751275,"(Albany-Schenectady-Troy, NY)_2014",(occ2_sales)_2014,0.029576497347879947,-0.05785964499082684,-0.007696273306203623,0.6021636145775418
0.0007683442735437598,0.030232311040915505,-0.09322123485135503,"(Albany-Schenectady-Troy, NY)_2015",(occ2_sales)_2015,0.03184553826893677,0.0008253773133960769,-0.012468278744616975,0.6021636145775418
0.0006873683252536689,0.05063125395631296,0.12650700138856852,"(Albany-Schenectady-Troy, NY)_2016",(occ2_sales)_2016,0.031049370603491694,0.04167688672341214,0.0031606840242534157,0.6021636145775418
0.0008219753622401337,-0.027290642076730265,-0.03165337736279117,"(Albany-Schenectady-Troy, NY)_2017",(occ2_sales)_2017,0.032372847174659033,-0.046892797028311756,-0.016290815201330917,0.6021636145775418
0.00038440840197019594,-0.027380098664561814,0.022192795642544283,"(Albany-Schenectady-Troy, NY)_2018",(occ2_sales)_2018,0.028070623210748418,0.023988182975917843,-0.00747680458130752,0.6021636145775418
0.0011826933533813531,0.06115784436494209,-0.02810876174074295,"(Albany-Schenectady-Troy, NY)_2019",(occ2_sales)_2019,0.03591948055105491,0.04995049017979878,-0.006521814876112794,0.6021636145775418
-0.00040949230461310917,-0.041520860895667866,0.06558935521558418,"(Albany-Schenectady-Troy, NY)_2011",(occ2_trades)_2011,0.02026487242298054,0.011885372157338508,0.001566772679620185,0.6021636145775418
-4.4992339880671546e-06,0.09935582331658743,0.006001281446223139,"(Albany-Schenectady-Troy, NY)_2012",(occ2_trades)_2012,0.024246825019643505,-0.021240885070095476,-0.011937464713038293,0.6021636145775418
-0.00010372225411257904,-0.059163138467352994,-0.002180281745578938,"(Albany-Schenectady-Troy, NY)_2013",(occ2_trades)_2013,0.023271249407883613,0.05275194253100935,0.0014822797848244255,0.6021636145775418
-0.0001523344389900288,0.09168613397352665,0.0025755970389651495,"(Albany-Schenectady-Troy, NY)_2014",(occ2_trades)_2014,0.02279328711706349,-0.05785964499082684,-0.007826738602191442,0.6021636145775418
-0.0003488287302997501,-0.023493659499171926,-0.05792089695563263,"(Albany-Schenectady-Troy, NY)_2015",(occ2_trades)_2015,0.02086132578176796,0.0008253773133960769,-0.0004298597209409123,0.6021636145775418
-0.000615511450196149,0.0652624137376634,0.040350352967673864,"(Albany-Schenectady-Troy, NY)_2016",(occ2_trades)_2016,0.018239261292275072,0.04167688672341214,-0.0005287095620906818,0.6021636145775418
0.0008267227228407668,0.03049011636848853,-0.02951595591697309,"(Albany-Schenectady-Troy, NY)_2017",(occ2_trades)_2017,0.03241952393592265,-0.046892797028311756,-0.006234696150852632,0.6021636145775418
9.871511250958042e-05,0.009955915267747528,-0.03184848252465322,"(Albany-Schenectady-Troy, NY)_2018",(occ2_trades)_2018,0.025261643950779473,0.023988182975917843,-0.002013686581602298,0.6021636145775418
2.3244712841958323e-05,0.03770307104880999,0.10450989599287475,"(Albany-Schenectady-Troy, NY)_2019",(occ2_trades)_2019,0.024519607664914442,0.04995049017979878,0.0008476338171092661,0.6021636145775418
-6.679463339794734e-05,-0.03912309301089856,-0.19760703693363535,"(Albany-Schenectady-Troy, NY)_2011",(occ3_cleaners)_2011,0.02363432731182472,0.011885372157338508,0.003275079339100718,0.6021636145775418
-7.370037594115996e-05,0.3189738461702607,-0.20606488517422328,"(Albany-Schenectady-Troy, NY)_2012",(occ3_cleaners)_2012,0.023566429015665254,-0.021240885070095476,-0.0078831493542066,0.6021636145775418
-3.513621161746887e-05,-0.05577377766771541,0.2113185346940476,"(Albany-Schenectady-Troy, NY)_2013",(occ3_cleaners)_2013,0.023945597661760513,0.05275194253100935,-0.008282451430616386,0.6021636145775418
3.7311009087455705e-05,-0.03622756025586149,0.06914331274113827,"(Albany-Schenectady-Troy, NY)_2014",(occ3_cleaners)_2014,0.02465790959875678,-0.05785964499082684,-0.004382921183491428,0.6021636145775418
4.371014539806364e-05,0.01842949917774206,-0.0590938025643597,"(Albany-Schenectady-Troy, NY)_2015",(occ3_cleaners)_2015,0.024720826866474716,0.0008253773133960769,-0.0009421314750589181,0.6021636145775418
1.8353541820980052e-05,0.16376954420397105,-0.008500543593104481,"(Albany-Schenectady-Troy, NY)_2016",(occ3_cleaners)_2016,0.02447151693803448,0.04167688672341214,0.007407463425031732,0.6021636145775418
6.296980404385145e-05,-0.2642946537380322,0.04512622652966236,"(Albany-Schenectady-Troy, NY)_2017",(occ3_cleaners)_2017,0.024910190718150194,-0.046892797028311756,-0.0003853728102380695,0.6021636145775418
2.6530647724626707e-05,0.13203432432169393,-0.10136552967921464,"(Albany-Schenectady-Troy, NY)_2018",(occ3_cleaners)_2018,0.02455191546938703,0.023988182975917843,-0.004528399206355525,0.6021636145775418
5.800347245231857e-05,-0.11281335382895108,0.0007150136817575259,"(Albany-Schenectady-Troy, NY)_2019",(occ3_cleaners)_2019,0.024861361001270663,0.04995049017979878,-0.00024644462185258176,0.6021636145775418
-4.777761476214781e-05,0.02985576653986577,0.12382479520475531,"(Albany-Schenectady-Troy, NY)_2011",(occ3_security)_2011,0.023821305490539582,0.011885372157338508,-0.002554119982185974,0.6021636145775418
-1.637021266776876e-05,-0.001572040526049534,-0.11361485093769552,"(Albany-Schenectady-Troy, NY)_2012",(occ3_security)_2012,0.02413010777728275,-0.021240885070095476,-0.02317551813900353,0.6021636145775418
-9.897982276062669e-06,0.0274366123845855,0.26052597216185625,"(Albany-Schenectady-Troy, NY)_2013",(occ3_security)_2013,0.024193743716966063,0.05275194253100935,-0.01859408602597069,0.6021636145775418
2.782402889087482e-05,0.018308178419848886,-0.3944910684435383,"(Albany-Schenectady-Troy, NY)_2014",(occ3_security)_2014,0.024564632186948317,-0.05785964499082684,0.009494665742366525,0.6021636145775418
3.964169402743785e-06,0.24378577793010514,0.12214670382002701,"(Albany-Schenectady-Troy, NY)_2015",(occ3_security)_2015,0.02433003847081844,0.0008253773133960769,-0.010307563956649581,0.6021636145775418
-3.353406733238628e-06,-0.21296090813913793,0.06248446511980976,"(Albany-Schenectady-Troy, NY)_2016",(occ3_security)_2016,0.02425809096502289,0.04167688672341214,-0.0025934181601981673,0.6021636145775418
5.3249892703991076e-05,0.07635982102496186,-0.04810720208184449,"(Albany-Schenectady-Troy, NY)_2017",(occ3_security)_2017,0.024814623092414383,-0.046892797028311756,0.0013770621213463653,0.6021636145775418
1.5835380768354238e-05,-0.05671038625787439,0.0787813087399929,"(Albany-Schenectady-Troy, NY)_2018",(occ3_security)_2018,0.024446758000981943,0.023988182975917843,0.0012990912618644906,0.6021636145775418
2.7050367464283926e-05,0.03814736788339523,-0.022976294985956436,"(Albany-Schenectady-Troy, NY)_2019",(occ3_security)_2019,0.024557025431796192,0.04995049017979878,-0.01664377821701254,0.6021636145775418
5.203627514290395e-05,0.05547408476930116,0.1005113002201874,"(Albany-Schenectady-Troy, NY)_2011",(occ3_service)_2011,0.024802690622579115,0.011885372157338508,-0.0077832052740399345,0.6021636145775418
-0.000202441991781391,-0.019380594867689283,-0.03328823608476039,"(Albany-Schenectady-Troy, NY)_2012",(occ3_service)_2012,0.022300622144692347,-0.021240885070095476,-0.008701868699475392,0.6021636145775418
0.00018072363388783194,0.00589275906595077,-0.15450038837396995,"(Albany-Schenectady-Troy, NY)_2013",(occ3_service)_2013,0.026067964029655475,0.05275194253100935,-0.013037533371959523,0.6021636145775418
0.00019942718772237425,0.030486071768597967,0.12728925113224854,"(Albany-Schenectady-Troy, NY)_2014",(occ3_service)_2014,0.02625186017544221,-0.05785964499082684,-0.011961415678068101,0.6021636145775418
0.00042543586967343125,-0.08252942230885907,0.0019165835485894789,"(Albany-Schenectady-Troy, NY)_2015",(occ3_service)_2015,0.028474011425028898,0.0008253773133960769,-0.0038662580827977557,0.6021636145775418
0.00023281595830261837,0.12170988855204534,0.10493427487201945,"(Albany-Schenectady-Troy, NY)_2016",(occ3_service)_2016,0.026580143574232707,0.04167688672341214,-0.008880217469026641,0.6021636145775418
0.00020476902964036096,0.12473262391144146,-0.15168580484961236,"(Albany-Schenectady-Troy, NY)_2017",(occ3_service)_2017,0.026304381966156958,-0.046892797028311756,-0.007799699261517714,0.6021636145775418
-0.00010624578129527191,-0.04094229645979652,0.09105967394737746,"(Albany-Schenectady-Troy, NY)_2018",(occ3_service)_2018,0.02324643771023564,0.023988182975917843,0.005011984899898993,0.6021636145775418
