MET2013,Year,city_year,log_wage,log_share,city_year_coeff,wage_coeff
"Ann Arbor, MI",2016,"(Ann Arbor, MI)_2016",13.169663554276296,-6.414706099975631,-0.6702704600489025,0.3251076363138501
"Ann Arbor, MI",2017,"(Ann Arbor, MI)_2017",13.107745450085883,-6.399870015936613,-0.6353043275115118,0.3251076363138501
"Ann Arbor, MI",2018,"(Ann Arbor, MI)_2018",13.246757773439997,-6.414110658136234,-0.6947389375752906,0.3251076363138501
"Ann Arbor, MI",2019,"(Ann Arbor, MI)_2019",13.25484995649024,-6.4149904931449475,-0.6982496030881022,0.3251076363138501
"Anniston-Oxford-Jacksonville, AL",2010,"(Anniston-Oxford-Jacksonville, AL)_2010",12.752211653131107,-7.729791702410655,-1.8496392616279378,0.3251076363138501
"Anniston-Oxford-Jacksonville, AL",2011,"(Anniston-Oxford-Jacksonville, AL)_2011",12.622244069427712,-7.720362198068616,-1.7979563033506718,0.3251076363138501
"Anniston-Oxford-Jacksonville, AL",2012,"(Anniston-Oxford-Jacksonville, AL)_2012",12.710750354836536,-7.694093381601053,-1.8004615561312582,0.3251076363138501
"Anniston-Oxford-Jacksonville, AL",2013,"(Anniston-Oxford-Jacksonville, AL)_2013",12.550263020640658,-7.798800651686033,-1.8529931683375227,0.3251076363138501
"Anniston-Oxford-Jacksonville, AL",2014,"(Anniston-Oxford-Jacksonville, AL)_2014",12.823034040714658,-7.667414546932019,-1.810287005174648,0.3251076363138501
"Anniston-Oxford-Jacksonville, AL",2015,"(Anniston-Oxford-Jacksonville, AL)_2015",12.694809165892835,-7.677692806395768,-1.7788783786684759,0.3251076363138501
"Anniston-Oxford-Jacksonville, AL",2016,"(Anniston-Oxford-Jacksonville, AL)_2016",12.90018052421514,-7.738356492609054,-1.9063098617524663,0.3251076363138501
"Anniston-Oxford-Jacksonville, AL",2017,"(Anniston-Oxford-Jacksonville, AL)_2017",12.889343625831012,-7.782778129526193,-1.9472083402509743,0.3251076363138501
"Anniston-Oxford-Jacksonville, AL",2018,"(Anniston-Oxford-Jacksonville, AL)_2018",12.883772212625193,-7.786608515593633,-1.9492274173401185,0.3251076363138501
"Anniston-Oxford-Jacksonville, AL",2019,"(Anniston-Oxford-Jacksonville, AL)_2019",12.989473206185698,-7.8205301010131665,-2.0175132029321503,0.3251076363138501
"Asheville, NC",2012,"(Asheville, NC)_2012",12.737942711475954,-6.196308809287506,-0.3115174266105357,0.3251076363138501
"Asheville, NC",2013,"(Asheville, NC)_2013",12.888852159420242,-6.2189807460064035,-0.3832511772480465,0.3251076363138501
"Asheville, NC",2014,"(Asheville, NC)_2014",12.88390725945191,-6.236834316398582,-0.3994971228997475,0.3251076363138501
"Asheville, NC",2015,"(Asheville, NC)_2015",12.864338187704192,-6.231518089851843,-0.38781884169224057,0.3251076363138501
"Asheville, NC",2016,"(Asheville, NC)_2016",12.976476928207765,-6.238055667305536,-0.4308135800102172,0.3251076363138501
"Asheville, NC",2017,"(Asheville, NC)_2017",12.920491845121525,-6.202618642526073,-0.3771753771997735,0.3251076363138501
"Asheville, NC",2018,"(Asheville, NC)_2018",13.079635714923898,-6.212873568811175,-0.4391691908301265,0.3251076363138501
"Asheville, NC",2019,"(Asheville, NC)_2019",12.989345340012685,-6.188676664570347,-0.3856181962200571,0.3251076363138501
"Athens-Clarke County, GA",2010,"(Athens-Clarke County, GA)_2010",12.926334024747572,-7.320613690558724,-1.4970697624415927,0.3251076363138501
"Athens-Clarke County, GA",2011,"(Athens-Clarke County, GA)_2011",12.759212589363829,-7.353255475500185,-1.4753790925480186,0.3251076363138501
"Atlanta-Sandy Springs-Roswell, GA",2010,"(Atlanta-Sandy Springs-Roswell, GA)_2010",13.06189372869167,-3.8503956489655664,1.9290767842229428,0.3251076363138501
"Atlanta-Sandy Springs-Roswell, GA",2011,"(Atlanta-Sandy Springs-Roswell, GA)_2011",13.037082725311961,-3.8573823881018425,1.9301562917500226,0.3251076363138501
"Atlanta-Sandy Springs-Roswell, GA",2012,"(Atlanta-Sandy Springs-Roswell, GA)_2012",13.07451668807752,-3.8305582205959583,1.9448103921033553,0.3251076363138501
"Atlanta-Sandy Springs-Roswell, GA",2013,"(Atlanta-Sandy Springs-Roswell, GA)_2013",13.140340080015049,-3.8195153794275405,1.934453545904764,0.3251076363138501
"Atlanta-Sandy Springs-Roswell, GA",2014,"(Atlanta-Sandy Springs-Roswell, GA)_2014",13.169398222293832,-3.825780579609394,1.918741321770968,0.3251076363138501
"Atlanta-Sandy Springs-Roswell, GA",2015,"(Atlanta-Sandy Springs-Roswell, GA)_2015",13.172185692059633,-3.7979825879876388,1.9456330856859094,0.3251076363138501
"Atlanta-Sandy Springs-Roswell, GA",2016,"(Atlanta-Sandy Springs-Roswell, GA)_2016",13.229648218127434,-3.7878785169578415,1.9370556506891563,0.3251076363138501
"Atlanta-Sandy Springs-Roswell, GA",2017,"(Atlanta-Sandy Springs-Roswell, GA)_2017",13.245392676448079,-3.773669440265936,1.9461460837513773,0.3251076363138501
"Atlanta-Sandy Springs-Roswell, GA",2018,"(Atlanta-Sandy Springs-Roswell, GA)_2018",13.313710018924901,-3.7714880480735853,1.9261169862118859,0.3251076363138501
"Atlanta-Sandy Springs-Roswell, GA",2019,"(Atlanta-Sandy Springs-Roswell, GA)_2019",13.336662374383351,-3.763131208141563,1.9270118401129532,0.3251076363138501
"Atlantic City-Hammonton, NJ",2010,"(Atlantic City-Hammonton, NJ)_2010",13.058256776482297,-6.738101843881143,-0.9574470097565033,0.3251076363138501
"Atlantic City-Hammonton, NJ",2011,"(Atlantic City-Hammonton, NJ)_2011",13.064190339102758,-6.744359661923574,-0.9656338743173731,0.3251076363138501
"Atlantic City-Hammonton, NJ",2012,"(Atlantic City-Hammonton, NJ)_2012",13.017518653753648,-6.789478559857192,-0.9955794509443567,0.3251076363138501
"Atlantic City-Hammonton, NJ",2013,"(Atlantic City-Hammonton, NJ)_2013",13.098940707845605,-6.812802270091768,-1.0453740927285935,0.3251076363138501
"Atlantic City-Hammonton, NJ",2014,"(Atlantic City-Hammonton, NJ)_2014",13.08450776180104,-6.802996815990417,-1.0308763776536445,0.3251076363138501
"Atlantic City-Hammonton, NJ",2015,"(Atlantic City-Hammonton, NJ)_2015",13.183226452537445,-6.854770171239568,-1.1147439331080706,0.3251076363138501
"Atlantic City-Hammonton, NJ",2016,"(Atlantic City-Hammonton, NJ)_2016",13.206362907560338,-6.906829469001227,-1.1743250690749507,0.3251076363138501
"Atlantic City-Hammonton, NJ",2017,"(Atlantic City-Hammonton, NJ)_2017",13.211056020956807,-6.90560131090785,-1.1746226779848108,0.3251076363138501
"Atlantic City-Hammonton, NJ",2018,"(Atlantic City-Hammonton, NJ)_2018",13.286778777668335,-6.919108287251644,-1.2127477007782725,0.3251076363138501
"Atlantic City-Hammonton, NJ",2019,"(Atlantic City-Hammonton, NJ)_2019",13.391530131267087,-6.954828347524265,-1.2825232260200083,0.3251076363138501
"Auburn-Opelika, AL",2010,"(Auburn-Opelika, AL)_2010",12.64764524500766,-7.3404301871035855,-1.4262824085380243,0.3251076363138501
"Auburn-Opelika, AL",2011,"(Auburn-Opelika, AL)_2011",12.66297613191219,-7.342235301809046,-1.4330717116475533,0.3251076363138501
"Auburn-Opelika, AL",2012,"(Auburn-Opelika, AL)_2012",12.7497585855902,-7.3817528712256255,-1.500802919452991,0.3251076363138501
"Auburn-Opelika, AL",2013,"(Auburn-Opelika, AL)_2013",12.839979707728926,-7.337426265903391,-1.485807889894811,0.3251076363138501
"Auburn-Opelika, AL",2014,"(Auburn-Opelika, AL)_2014",12.939987172368184,-7.420131467276265,-1.6010262817103191,0.3251076363138501
"Auburn-Opelika, AL",2015,"(Auburn-Opelika, AL)_2015",12.76515114636441,-7.327513013944691,-1.4515673012221333,0.3251076363138501
"Auburn-Opelika, AL",2016,"(Auburn-Opelika, AL)_2016",12.795928624831799,-7.354822443914796,-1.488882724468454,0.3251076363138501
"Auburn-Opelika, AL",2017,"(Auburn-Opelika, AL)_2017",12.895380845525539,-7.367178711644378,-1.5335716685939527,0.3251076363138501
"Auburn-Opelika, AL",2018,"(Auburn-Opelika, AL)_2018",13.152011358754542,-7.40780768005769,-1.6576331765691332,0.3251076363138501
"Auburn-Opelika, AL",2019,"(Auburn-Opelika, AL)_2019",13.041002060787047,-7.272135535600306,-1.4858710616406956,0.3251076363138501
"Augusta-Richmond County, GA-SC",2010,"(Augusta-Richmond County, GA-SC)_2010",12.958942838956288,-6.254134613435445,-0.4411920598286697,0.3251076363138501
"Augusta-Richmond County, GA-SC",2011,"(Augusta-Richmond County, GA-SC)_2011",12.901461541157033,-6.258791413573455,-0.42716125110695613,0.3251076363138501
"Augusta-Richmond County, GA-SC",2012,"(Augusta-Richmond County, GA-SC)_2012",12.94062698282412,-6.274469626192397,-0.4555724478914547,0.3251076363138501
"Augusta-Richmond County, GA-SC",2013,"(Augusta-Richmond County, GA-SC)_2013",12.938012919423612,-6.323485296448919,-0.5037382661746417,0.3251076363138501
"Augusta-Richmond County, GA-SC",2014,"(Augusta-Richmond County, GA-SC)_2014",12.992734009981014,-6.278749343289595,-0.47679255742295695,0.3251076363138501
"Augusta-Richmond County, GA-SC",2015,"(Augusta-Richmond County, GA-SC)_2015",12.962533116325305,-6.265469578531811,-0.4536942515142052,0.3251076363138501
"Augusta-Richmond County, GA-SC",2016,"(Augusta-Richmond County, GA-SC)_2016",13.018698308770245,-6.237104173073222,-0.44358857901450044,0.3251076363138501
"Augusta-Richmond County, GA-SC",2017,"(Augusta-Richmond County, GA-SC)_2017",13.04362624315227,-6.321419571742893,-0.5360082395092753,0.3251076363138501
"Augusta-Richmond County, GA-SC",2018,"(Augusta-Richmond County, GA-SC)_2018",13.156220775884579,-6.320340626969542,-0.5715346371343824,0.3251076363138501
"Augusta-Richmond County, GA-SC",2019,"(Augusta-Richmond County, GA-SC)_2019",13.123935740096583,-6.355842791797425,-0.596540690288954,0.3251076363138501
"Austin-Round Rock, TX",2010,"(Austin-Round Rock, TX)_2010",13.0224868294498,-4.817862879134736,0.9744210379207372,0.3251076363138501
"Austin-Round Rock, TX",2011,"(Austin-Round Rock, TX)_2011",13.068050383757605,-4.809978436647646,0.967492420964776,0.3251076363138501
"Austin-Round Rock, TX",2012,"(Austin-Round Rock, TX)_2012",13.067475307034465,-4.808265020888914,0.9693927985576407,0.3251076363138501
"Austin-Round Rock, TX",2013,"(Austin-Round Rock, TX)_2013",13.115670077518558,-4.766712894987752,0.9952764365440302,0.3251076363138501
"Austin-Round Rock, TX",2014,"(Austin-Round Rock, TX)_2014",13.156400425918294,-4.7893556174252,0.9593919668121291,0.3251076363138501
"Austin-Round Rock, TX",2015,"(Austin-Round Rock, TX)_2015",13.212900260461499,-4.767746397302678,0.9626326592741865,0.3251076363138501
"Austin-Round Rock, TX",2016,"(Austin-Round Rock, TX)_2016",13.251809748625474,-4.7463116189195,0.9714176659301997,0.3251076363138501
"Austin-Round Rock, TX",2017,"(Austin-Round Rock, TX)_2017",13.321350655850853,-4.733536685661452,0.961584319213081,0.3251076363138501
"Austin-Round Rock, TX",2018,"(Austin-Round Rock, TX)_2018",13.291782552665772,-4.702774126313403,1.0019596946978888,0.3251076363138501
"Austin-Round Rock, TX",2019,"(Austin-Round Rock, TX)_2019",13.36063713311994,-4.6763455581164095,1.0060031129940912,0.3251076363138501
"Bakersfield, CA",2010,"(Bakersfield, CA)_2010",13.006916727226855,-5.790327997768195,0.007017878418136669,0.3251076363138501
"Bakersfield, CA",2011,"(Bakersfield, CA)_2011",12.979445637451075,-5.787147098930374,0.019129838319919726,0.3251076363138501
"Bakersfield, CA",2012,"(Bakersfield, CA)_2012",12.957780637145841,-5.788369618861729,0.02495077542854851,0.3251076363138501
"Bakersfield, CA",2013,"(Bakersfield, CA)_2013",13.0380044312595,-5.822857401923668,-0.035618375713801775,0.3251076363138501
"Bakersfield, CA",2014,"(Bakersfield, CA)_2014",13.038791880371074,-5.836889573156819,-0.04990655266634242,0.3251076363138501
"Bakersfield, CA",2015,"(Bakersfield, CA)_2015",13.11726253957758,-5.843948419534764,-0.08247680957885445,0.3251076363138501
"Bakersfield, CA",2016,"(Bakersfield, CA)_2016",13.092092161174335,-5.821245376895411,-0.05159068471176731,0.3251076363138501
"Bakersfield, CA",2017,"(Bakersfield, CA)_2017",13.10993240716015,-5.850564224545563,-0.08670953256557912,0.3251076363138501
"Bakersfield, CA",2018,"(Bakersfield, CA)_2018",13.19200792390898,-5.875464747441563,-0.13829343271103733,0.3251076363138501
"Bakersfield, CA",2019,"(Bakersfield, CA)_2019",13.235707105895695,-5.914544492561268,-0.19158011559527832,0.3251076363138501
"Baltimore-Columbia-Towson, MD",2010,"(Baltimore-Columbia-Towson, MD)_2010",13.220206350190965,-4.466555263776751,1.2614485272374774,0.3251076363138501
"Baltimore-Columbia-Towson, MD",2011,"(Baltimore-Columbia-Towson, MD)_2011",13.179398723854801,-4.4551611706378065,1.2861094913181148,0.3251076363138501
"Baltimore-Columbia-Towson, MD",2012,"(Baltimore-Columbia-Towson, MD)_2012",13.197778209119633,-4.455369357148107,1.2799259937967156,0.3251076363138501
"Baltimore-Columbia-Towson, MD",2013,"(Baltimore-Columbia-Towson, MD)_2013",13.225099389009525,-4.460224041240379,1.2661889854891604,0.3251076363138501
"Baltimore-Columbia-Towson, MD",2014,"(Baltimore-Columbia-Towson, MD)_2014",13.240835725364162,-4.475305570842321,1.2459914527707152,0.3251076363138501
"Baltimore-Columbia-Towson, MD",2015,"(Baltimore-Columbia-Towson, MD)_2015",13.286734270958878,-4.475565578586085,1.230809477358409,0.3251076363138501
"Baltimore-Columbia-Towson, MD",2016,"(Baltimore-Columbia-Towson, MD)_2016",13.314042614733317,-4.485155212080269,1.2123416927680852,0.3251076363138501
"Baltimore-Columbia-Towson, MD",2017,"(Baltimore-Columbia-Towson, MD)_2017",13.333594320899188,-4.493607362588274,1.1975331332825678,0.3251076363138501
"Baltimore-Columbia-Towson, MD",2018,"(Baltimore-Columbia-Towson, MD)_2018",13.360865998555925,-4.503076672164079,1.1791975930455192,0.3251076363138501
"Baltimore-Columbia-Towson, MD",2019,"(Baltimore-Columbia-Towson, MD)_2019",13.413447042729585,-4.512271789576008,1.1529079766473647,0.3251076363138501
"Bangor, ME",2010,"(Bangor, ME)_2010",12.71727286005564,-7.17410064898363,-1.2825893397684927,0.3251076363138501
"Bangor, ME",2011,"(Bangor, ME)_2011",12.759254298477435,-7.1766883166617275,-1.298825493660913,0.3251076363138501
"Bangor, ME",2012,"(Bangor, ME)_2012",12.778047699636145,-7.3254813968091455,-1.453728452037371,0.3251076363138501
"Bangor, ME",2013,"(Bangor, ME)_2013",12.83112537852074,-7.331547555527025,-1.477050569478429,0.3251076363138501
"Bangor, ME",2014,"(Bangor, ME)_2014",12.74541066809478,-7.369883662904596,-1.4875201699521068,0.3251076363138501
"Bangor, ME",2015,"(Bangor, ME)_2015",12.9281771919143,-7.419735789807593,-1.5967910894113646,0.3251076363138501
"Bangor, ME",2016,"(Bangor, ME)_2016",12.869995810195816,-7.3597228575509135,-1.517862945666681,0.3251076363138501
"Bangor, ME",2017,"(Bangor, ME)_2017",12.88515296641678,-7.3567150698206945,-1.519782865168649,0.3251076363138501
"Bangor, ME",2018,"(Bangor, ME)_2018",12.90586651477956,-7.391868011155586,-1.561669939251509,0.3251076363138501
"Bangor, ME",2019,"(Bangor, ME)_2019",12.947639623553208,-7.370338020680569,-1.5537207054313802,0.3251076363138501
"Barnstable Town, MA",2010,"(Barnstable Town, MA)_2010",13.035287226564671,-6.91242016072508,-1.1242977505194878,0.3251076363138501
"Barnstable Town, MA",2011,"(Barnstable Town, MA)_2011",13.074508057479497,-6.871634689067976,-1.0962632704954025,0.3251076363138501
"Barnstable Town, MA",2012,"(Barnstable Town, MA)_2012",12.996343508913274,-6.891914036385447,-1.0911307261849719,0.3251076363138501
"Barnstable Town, MA",2013,"(Barnstable Town, MA)_2013",13.192358177174096,-6.883203886147846,-1.1461464414284257,0.3251076363138501
"Barnstable Town, MA",2014,"(Barnstable Town, MA)_2014",13.218566773553919,-6.900858701853302,-1.1723218719540291,0.3251076363138501
"Barnstable Town, MA",2015,"(Barnstable Town, MA)_2015",13.205543263472254,-6.865596859710349,-1.132825987231966,0.3251076363138501
"Barnstable Town, MA",2016,"(Barnstable Town, MA)_2016",13.215011947794919,-6.9208445286406475,-1.1911519977413978,0.3251076363138501
"Barnstable Town, MA",2017,"(Barnstable Town, MA)_2017",13.302687706943383,-6.923656497754705,-1.2224680256742322,0.3251076363138501
"Barnstable Town, MA",2018,"(Barnstable Town, MA)_2018",13.364471937250418,-6.996839299551895,-1.3157373525479992,0.3251076363138501
"Barnstable Town, MA",2019,"(Barnstable Town, MA)_2019",13.302815391815695,-6.822387068956666,-1.1212401082031977,0.3251076363138501
"Baton Rouge, LA",2010,"(Baton Rouge, LA)_2010",13.024385022800509,-5.722215863005626,0.06945093689629475,0.3251076363138501
"Baton Rouge, LA",2011,"(Baton Rouge, LA)_2011",12.948847305455624,-5.673941433520913,0.14228325511957637,0.3251076363138501
"Baton Rouge, LA",2012,"(Baton Rouge, LA)_2012",12.97074124625154,-5.709866829333353,0.09923997196537826,0.3251076363138501
"Baton Rouge, LA",2013,"(Baton Rouge, LA)_2013",13.020425032260013,-5.7237704419109185,0.06918378115551782,0.3251076363138501
"Baton Rouge, LA",2014,"(Baton Rouge, LA)_2014",13.103575040597882,-5.727214735088556,0.038706785307620756,0.3251076363138501
"Baton Rouge, LA",2015,"(Baton Rouge, LA)_2015",13.110282016659328,-5.765525812271209,-0.0017847810091505822,0.3251076363138501
"Baton Rouge, LA",2016,"(Baton Rouge, LA)_2016",13.119872579465225,-5.780788701305572,-0.020165635248237557,0.3251076363138501
"Baton Rouge, LA",2017,"(Baton Rouge, LA)_2017",13.156953279010914,-5.755722817478219,-0.007154970003102612,0.3251076363138501
